%  DEFAULT NODAL COEFFICIENTS
%    CFCHP    CFCHPT     CFQQP    CFQQPT     CFALF    CFALFT     CFCON    CFCONT
   510.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   520.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   530.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   540.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   550.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   560.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   570.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   580.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   590.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   600.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
   610.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   620.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   630.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   640.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   650.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   660.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   670.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   680.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   690.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   700.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   710.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   720.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   730.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   740.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   750.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
   760.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   770.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   780.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   790.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   800.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   810.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   820.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   830.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   840.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   850.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   860.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   870.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   880.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   890.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   900.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
   910.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   920.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   930.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   940.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   950.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   960.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   970.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   980.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
   990.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1000.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1010.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1020.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1030.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1040.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1050.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1060.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1070.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1080.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1090.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1100.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1110.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1120.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1130.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1140.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1150.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1160.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1170.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1180.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1190.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1200.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1210.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1220.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1230.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1240.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1250.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1260.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1270.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1280.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1290.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1300.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1310.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1320.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1330.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1340.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1350.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1360.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1370.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1380.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1390.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1400.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1410.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1420.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1430.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1440.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1450.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1460.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1470.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1480.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1490.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1500.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1510.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1520.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1530.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1540.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1550.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1560.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1570.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1580.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1590.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1600.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1610.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1620.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1630.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1640.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1650.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1660.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1670.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1680.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1690.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1700.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1710.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1720.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1730.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1740.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1750.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1760.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1770.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1780.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1790.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1800.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1810.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1820.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1830.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1840.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1850.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1860.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1870.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1880.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1890.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1900.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1910.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1920.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1930.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1940.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1950.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  1960.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1970.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1980.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  1990.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2000.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2010.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2020.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2030.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2040.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2050.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2060.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2070.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2080.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2090.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2100.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  2110.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2120.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2130.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2140.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2150.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2160.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2170.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2180.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2190.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2200.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2210.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2220.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2230.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2240.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2250.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  2260.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2270.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2280.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2290.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2300.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2310.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2320.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2330.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2340.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2350.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2360.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2370.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2380.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2390.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2400.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  2410.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2420.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2430.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2440.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2450.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2460.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2470.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2480.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2490.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2500.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2510.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2520.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2530.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2540.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2550.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  2560.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2570.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2580.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2590.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2600.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2610.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2620.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2630.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2640.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2650.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2660.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2670.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2680.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2690.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2700.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  2710.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2720.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2730.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2740.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2750.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2760.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2770.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2780.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2790.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2800.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2810.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2820.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2830.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2840.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2850.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  2860.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2870.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2880.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2890.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2900.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2910.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2920.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2930.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2940.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2950.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2960.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2970.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2980.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  2990.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3000.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  3010.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3020.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3030.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3040.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3050.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3060.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3070.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3080.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3090.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3100.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3110.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3120.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3130.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3140.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3150.0000   0.0000   .71429E-1.71429E-10.0000   0.0000   1.0000   1.0000   
  3160.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3170.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3180.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3190.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3200.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
  3210.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   
